game,category,game+category,time,released_year,age,nb_of_runs,main_platform,main_genre,engine,developer,publisher
Super Fantasy Zone,Any% Normal,Super Fantasy Zone - Any% Normal,472,1992,29,1,Wii Virtual Console,Cute 'em Up,,Sunsoft,SEGA
Super Fantasy Zone,Any% Hard,Super Fantasy Zone - Any% Hard,512,1992,29,1,Wii Virtual Console,Cute 'em Up,,Sunsoft,SEGA
The Bugs Bunny Crazy Castle,Any% [NES],The Bugs Bunny Crazy Castle - Any% [NES],2527,1989,32,14,Nintendo Entertainment System,Puzzle,,Kemco,Kemco
The Bugs Bunny Crazy Castle,Any% [GB],The Bugs Bunny Crazy Castle - Any% [GB],2946,1989,32,7,Nintendo Entertainment System,Puzzle,,Kemco,Kemco
Metal slug 5,Medium,Metal slug 5 - Medium,1097,2003,18,12,Wii Virtual Console,,,,
Metal slug 5,Very hard,Metal slug 5 - Very hard,2290,2003,18,1,Wii Virtual Console,,,,
Super Adventure Island,Any%,Super Adventure Island - Any%,1017,1992,29,9,Super Nintendo,2D Platformer,,Hudson Soft,Hudson Soft
Super Bomberman 2,Any%,Super Bomberman 2 - Any%,1300,1994,27,11,Super Nintendo,,,,
Cave Story,Best Ending,Cave Story - Best Ending,3357,2004,17,41,PC,,,,
Cave Story,Normal Ending,Cave Story - Normal Ending,3003,2004,17,7,PC,,,,
Cave Story,Bad Ending,Cave Story - Bad Ending,2382,2004,17,11,PC,,,,
ActRaiser,Any%,ActRaiser - Any%,3491,1990,31,20,Super Nintendo,Platform,Snes,Quintet,Enix
ActRaiser,100%,ActRaiser - 100%,5193,1990,31,3,Super Nintendo,Platform,Snes,Quintet,Enix
ActRaiser,Professional! Mode,ActRaiser - Professional! Mode,1335,1990,31,30,Super Nintendo,Platform,Snes,Quintet,Enix
ActRaiser,JP,ActRaiser - JP,1386,1990,31,4,Super Nintendo,Platform,Snes,Quintet,Enix
ActRaiser,EU,ActRaiser - EU,2114,1990,31,1,Super Nintendo,Platform,Snes,Quintet,Enix
Time Lord,Any%,Time Lord - Any%,656.53,1990,31,6,Nintendo Entertainment System,,,,
Space Quest IV: Roger Wilco and the Time Rippers,Any%,Space Quest IV: Roger Wilco and the Time Rippers - Any%,509,1991,30,3,PC,,,,
Space Quest IV: Roger Wilco and the Time Rippers,100%,Space Quest IV: Roger Wilco and the Time Rippers - 100%,1196,1991,30,1,PC,,,,
Space Quest IV: Roger Wilco and the Time Rippers,Any% (Amiga),Space Quest IV: Roger Wilco and the Time Rippers - Any% (Amiga),787,1991,30,1,PC,,,,
Space Quest IV: Roger Wilco and the Time Rippers,100% (Amiga),Space Quest IV: Roger Wilco and the Time Rippers - 100% (Amiga),787,1991,30,0,PC,,,,
Aero the Acro-Bat,Any%,Aero the Acro-Bat - Any%,2195,1993,28,1,Super Nintendo,Platform,,Iguana,Sunsoft
Knight Quest,Any%,Knight Quest - Any%,9621,1992,29,2,Game Boy Color,RPG,,,
Knight Quest,100%,Knight Quest - 100%,15477,1992,29,2,Game Boy Color,RPG,,,
Knight Quest,Low%,Knight Quest - Low%,12781,1992,29,1,Game Boy Color,RPG,,,
Nosferatu,Full Game - Easy,Nosferatu - Full Game - Easy,1380,1994,27,3,Super Nintendo,,,,
Nosferatu,Full Game - Hard,Nosferatu - Full Game - Hard,1657,1994,27,2,Super Nintendo,,,,
Star Wars: The Empire Strikes Back,Any%,Star Wars: The Empire Strikes Back - Any%,1014,1992,29,2,Nintendo Entertainment System,,,,
Fire Emblem Gaiden,Any%,Fire Emblem Gaiden - Any%,1243,1992,29,0,Nintendo Entertainment System,,,,
Metal Slug 4,Easy,Metal Slug 4 - Easy,1345,2002,19,6,Wii Virtual Console,Platformer,,Mega Enterprise,
Metal Slug 4,Medium,Metal Slug 4 - Medium,976,2002,19,8,Wii Virtual Console,Platformer,,Mega Enterprise,
Metal Slug 4,Hard,Metal Slug 4 - Hard,976,2002,19,0,Wii Virtual Console,Platformer,,Mega Enterprise,
Metal Slug 4,Very Hard,Metal Slug 4 - Very Hard,1277,2002,19,1,Wii Virtual Console,Platformer,,Mega Enterprise,
Metal Slug 4,1cc Any%,Metal Slug 4 - 1cc Any%,2376,2002,19,1,Wii Virtual Console,Platformer,,Mega Enterprise,
Metal Slug 4,Co-op 1cc Any%,Metal Slug 4 - Co-op 1cc Any%,2376,2002,19,0,Wii Virtual Console,Platformer,,Mega Enterprise,
Spyro the Dragon,Any%,Spyro the Dragon - Any%,2277,1998,23,179,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment
Spyro the Dragon,120%,Spyro the Dragon - 120%,4912,1998,23,245,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment
Maui Mallard in Cold Shadow,Any% (SNES),Maui Mallard in Cold Shadow - Any% (SNES),2044,1995,26,12,Super Nintendo,,,,
Maui Mallard in Cold Shadow,Any% (Genesis),Maui Mallard in Cold Shadow - Any% (Genesis),944,1995,26,2,Super Nintendo,,,,
Maui Mallard in Cold Shadow,Any% (PC),Maui Mallard in Cold Shadow - Any% (PC),921,1995,26,2,Super Nintendo,,,,
Puggsy,Any%,Puggsy - Any%,1462.966,1993,28,8,Sega Genesis,Platformer,,Traveller's Tales,Psygnosis
Puggsy,100%,Puggsy - 100%,2726,1993,28,2,Sega Genesis,Platformer,,Traveller's Tales,Psygnosis
Puggsy,Bonus%,Puggsy - Bonus%,2726,1993,28,0,Sega Genesis,Platformer,,Traveller's Tales,Psygnosis
Puggsy,Junior%,Puggsy - Junior%,91.31,1993,28,5,Sega Genesis,Platformer,,Traveller's Tales,Psygnosis
Puggsy,No Shoes,Puggsy - No Shoes,1945,1993,28,1,Sega Genesis,Platformer,,Traveller's Tales,Psygnosis
Puggsy,Shoeless 100%,Puggsy - Shoeless 100%,1945,1993,28,0,Sega Genesis,Platformer,,Traveller's Tales,Psygnosis
Inspector Gadget,Any%,Inspector Gadget - Any%,925,1993,28,1,Super Nintendo,,,,
Shining Force CD,Book 1:,Shining Force CD - Book 1:,13459,1994,27,7,Sega CD,,,,
Shining Force CD,Book 2:,Shining Force CD - Book 2:,18693,1994,27,3,Sega CD,,,,
Shining Force CD,Book 3:,Shining Force CD - Book 3:,7901,1994,27,1,Sega CD,,,,
Shining Force CD,Book 4:,Shining Force CD - Book 4:,7901,1994,27,0,Sega CD,,,,
Shining Force CD,Book 1 - 4:,Shining Force CD - Book 1 - 4:,7901,1994,27,0,Sega CD,,,,
Ultraman Ball,Any%,Ultraman Ball - Any%,412,1994,27,11,Game Boy Color,,,,
Metal Slug X,Medium,Metal Slug X - Medium,944,1999,22,59,Wii Virtual Console,Run'n'gun,,snk,
Metal Slug X,Easy,Metal Slug X - Easy,910,1999,22,34,Wii Virtual Console,Run'n'gun,,snk,
Metal Slug X,Hard,Metal Slug X - Hard,1379,1999,22,10,Wii Virtual Console,Run'n'gun,,snk,
Metal Slug X,Very Hard,Metal Slug X - Very Hard,1454,1999,22,9,Wii Virtual Console,Run'n'gun,,snk,
Marvel Super Heroes: War of the Gems,Beat the Game,Marvel Super Heroes: War of the Gems - Beat the Game,1304,1996,25,15,Super Nintendo,Platformer,,Capcom,Capcom
Breath of Fire III,PSX,Breath of Fire III - PSX,25614,1998,23,14,PlayStation 2,JRPG,,Capcom,
Breath of Fire III,Digital,Breath of Fire III - Digital,25614,1998,23,0,PlayStation 2,JRPG,,Capcom,
Tiny Toon Adventures: Babs' Big Break,Any%,Tiny Toon Adventures: Babs' Big Break - Any%,955,1992,29,12,Game Boy Color,,,,
Spanky's Quest (GB),Any%,Spanky's Quest (GB) - Any%,3371,1991,30,1,Game Boy Color,,,,
Mole Mania,Beat the Game,Mole Mania - Beat the Game,556,1996,25,13,Game Boy Color,Puzzle,,Nintendo,Nintendo
Mole Mania,Glitchless,Mole Mania - Glitchless,6625,1996,25,2,Game Boy Color,Puzzle,,Nintendo,Nintendo
Mole Mania,All Levels,Mole Mania - All Levels,3251,1996,25,2,Game Boy Color,Puzzle,,Nintendo,Nintendo
Mole Mania,700pts,Mole Mania - 700pts,8860,1996,25,1,Game Boy Color,Puzzle,,Nintendo,Nintendo
Ranger X,Heavy,Ranger X - Heavy,743,1993,28,3,Sega Genesis,,,,
Ranger X,Easy,Ranger X - Easy,691,1993,28,6,Sega Genesis,,,,
Yume Penguin Monogatari,Any%,Yume Penguin Monogatari - Any%,594.8,1991,30,46,Nintendo Entertainment System,2D Platformer,,Konami,
The Amazing Spider-Man,Any% NG+,The Amazing Spider-Man - Any% NG+,4311,2012,9,1,Nintendo 3DS,,,,
The Amazing Spider-Man,Any%,The Amazing Spider-Man - Any%,7432,2012,9,3,Nintendo 3DS,,,,
The Amazing Spider-Man,Any% Wii / 3DS,The Amazing Spider-Man - Any% Wii / 3DS,7432,2012,9,0,Nintendo 3DS,,,,
Super Bomberman 5,Any% Good Ending,Super Bomberman 5 - Any% Good Ending,607,1997,24,16,Super Nintendo,,,,
Super Bomberman 5,Any% Bad Ending,Super Bomberman 5 - Any% Bad Ending,588,1997,24,5,Super Nintendo,,,,
Super Bomberman 5,200%,Super Bomberman 5 - 200%,16273,1997,24,1,Super Nintendo,,,,
Super Bomberman 5,Boss Rush,Super Bomberman 5 - Boss Rush,409,1997,24,8,Super Nintendo,,,,
Super Bomberman 5,Any% Password,Super Bomberman 5 - Any% Password,503,1997,24,5,Super Nintendo,,,,
Super Bomberman 5,100%,Super Bomberman 5 - 100%,5240,1997,24,1,Super Nintendo,,,,
Top Hunter: Roddy & Cathy,Any%,Top Hunter: Roddy & Cathy - Any%,1105,1994,27,5,Arcade,Beat 'em up,,snk,SNK
Top Hunter: Roddy & Cathy,100%,Top Hunter: Roddy & Cathy - 100%,1757,1994,27,1,Arcade,Beat 'em up,,snk,SNK
Top Hunter: Roddy & Cathy,Any% Cathy,Top Hunter: Roddy & Cathy - Any% Cathy,1193,1994,27,2,Arcade,Beat 'em up,,snk,SNK
Top Hunter: Roddy & Cathy,Any% Coop,Top Hunter: Roddy & Cathy - Any% Coop,1193,1994,27,0,Arcade,Beat 'em up,,snk,SNK
Lagoon,Any%,Lagoon - Any%,4931,1991,30,6,Super Nintendo,,,,
Lagoon,All Equips,Lagoon - All Equips,4931,1991,30,0,Super Nintendo,,,,
Lamborghini American Challenge (SNES),Any%,Lamborghini American Challenge (SNES) - Any%,290,1993,28,7,Super Nintendo,,,Titus,
Lamborghini American Challenge (SNES),Any% Glitchless,Lamborghini American Challenge (SNES) - Any% Glitchless,4225,1993,28,2,Super Nintendo,,,Titus,
Lamborghini American Challenge (SNES),Password%,Lamborghini American Challenge (SNES) - Password%,54,1993,28,2,Super Nintendo,,,Titus,
Lamborghini American Challenge (SNES),100%,Lamborghini American Challenge (SNES) - 100%,8498,1993,28,1,Super Nintendo,,,Titus,
Lamborghini American Challenge (SNES),19 Stars,Lamborghini American Challenge (SNES) - 19 Stars,2215,1993,28,2,Super Nintendo,,,Titus,
Syvalion,Basic Series (SNES),Syvalion - Basic Series (SNES),341.92,1988,33,9,Super Nintendo,Shoot 'em up,,Taito,
Syvalion,Real Combat Series (SNES),Syvalion - Real Combat Series (SNES),405.94,1988,33,5,Super Nintendo,Shoot 'em up,,Taito,
Syvalion,Basic Series (Arcade),Syvalion - Basic Series (Arcade),328,1988,33,1,Super Nintendo,Shoot 'em up,,Taito,
Syvalion,Real Combat Series (Arcade),Syvalion - Real Combat Series (Arcade),328,1988,33,0,Super Nintendo,Shoot 'em up,,Taito,
X-Men: Mutant Apocalypse,Any%,X-Men: Mutant Apocalypse - Any%,1028,1994,27,20,Super Nintendo,,,,
X-Men: Mutant Apocalypse,100%,X-Men: Mutant Apocalypse - 100%,1841,1994,27,2,Super Nintendo,,,,
X-Men: Mutant Apocalypse,Training Mode,X-Men: Mutant Apocalypse - Training Mode,596,1994,27,4,Super Nintendo,,,,
Super Bomberman,Any%,Super Bomberman - Any%,832,1993,28,42,Super Nintendo,Puzzle,,,
Super Bomberman,100%,Super Bomberman - 100%,1151,1993,28,11,Super Nintendo,Puzzle,,,
Super Bomberman,Co-op Any%,Super Bomberman - Co-op Any%,860,1993,28,7,Super Nintendo,Puzzle,,,
Super Bomberman,Co-op 100%,Super Bomberman - Co-op 100%,1421,1993,28,2,Super Nintendo,Puzzle,,,
Ivy the Kiwi?,DS,Ivy the Kiwi? - DS,1308,2010,11,1,Nintendo DS,,,,
Ivy the Kiwi?,Wii,Ivy the Kiwi? - Wii,1308,2010,11,0,Nintendo DS,,,,
Ivy the Kiwi?,Mobile,Ivy the Kiwi? - Mobile,1308,2010,11,0,Nintendo DS,,,,
Spinmaster,Medium,Spinmaster - Medium,723,1994,27,8,Arcade,Side-scrolling,,Data East,SNK
Spinmaster,Easy,Spinmaster - Easy,657,1994,27,8,Arcade,Side-scrolling,,Data East,SNK
Spinmaster,Hard,Spinmaster - Hard,838,1994,27,1,Arcade,Side-scrolling,,Data East,SNK
Spinmaster,Coop,Spinmaster - Coop,707,1994,27,3,Arcade,Side-scrolling,,Data East,SNK
Hajime no Ippo: The Fighting,History,Hajime no Ippo: The Fighting - History,1969.38,2014,7,1,PlayStation 3,,,,
Monster Party,Any%,Monster Party - Any%,923,1989,32,24,Nintendo Entertainment System,,,Human Entertainment,Bandai
Pilotwings,any%,Pilotwings - any%,1265,1990,31,7,Super Nintendo,Amateur flight simulation,,Nintendo EAD,Nintendo
Pilotwings,First 4 Trainers,Pilotwings - First 4 Trainers,460,1990,31,14,Super Nintendo,Amateur flight simulation,,Nintendo EAD,Nintendo
Pilotwings,Last 4 Trainers,Pilotwings - Last 4 Trainers,534,1990,31,4,Super Nintendo,Amateur flight simulation,,Nintendo EAD,Nintendo
Ganryu,Any% (No WW),Ganryu - Any% (No WW),549,1999,22,1,Dreamcast,,,,
Ganryu,Any%,Ganryu - Any%,479,1999,22,2,Dreamcast,,,,
Ganryu,100%,Ganryu - 100%,630,1999,22,1,Dreamcast,,,,
Hocus Pocus,All Episodes (Easy),Hocus Pocus - All Episodes (Easy),2824,1994,27,1,MS-DOS,Side Scroller,,Moonlite Software,Apogee Software
Hocus Pocus,All Episodes (Moderate),Hocus Pocus - All Episodes (Moderate),3084,1994,27,1,MS-DOS,Side Scroller,,Moonlite Software,Apogee Software
Hocus Pocus,All Episodes (Hard),Hocus Pocus - All Episodes (Hard),3954,1994,27,1,MS-DOS,Side Scroller,,Moonlite Software,Apogee Software
Hocus Pocus,All Episodes (True Any%),Hocus Pocus - All Episodes (True Any%),1387,1994,27,2,MS-DOS,Side Scroller,,Moonlite Software,Apogee Software
Kishin Douji Zenki: Batoru Raiden,Any%,Kishin Douji Zenki: Batoru Raiden - Any%,1125.92,1995,26,3,Super Nintendo,Platformer,,CAProduction,Hudson Soft
Kishin Douji Zenki: Batoru Raiden,NG+ (Hard Mode),Kishin Douji Zenki: Batoru Raiden - NG+ (Hard Mode),1466.9,1995,26,1,Super Nintendo,Platformer,,CAProduction,Hudson Soft
Dangerous Dave,any%,Dangerous Dave - any%,415,1988,33,7,MS-DOS,,,,
Kururin Paradise,Any% Normal,Kururin Paradise - Any% Normal,1119,2002,19,1,Game Boy Advance,Puzzle,,,
Kururin Paradise,Any% Easy,Kururin Paradise - Any% Easy,1119,2002,19,0,Game Boy Advance,Puzzle,,,
Kururin Paradise,Best Ending Normal,Kururin Paradise - Best Ending Normal,1119,2002,19,0,Game Boy Advance,Puzzle,,,
Kururin Paradise,Best Ending Easy,Kururin Paradise - Best Ending Easy,1119,2002,19,0,Game Boy Advance,Puzzle,,,
Turbo Turtle Adventure,Any%,Turbo Turtle Adventure - Any%,1673,2002,19,3,Game Boy Advance,,,,
Xena: Warrior Princess,Emulator,Xena: Warrior Princess - Emulator,2741,1999,22,4,PlayStation 2,,,,
Xena: Warrior Princess,Console,Xena: Warrior Princess - Console,2368,1999,22,2,PlayStation 2,,,,
Tom and Jerry in Mouse Attacks!,Beat the game,Tom and Jerry in Mouse Attacks! - Beat the game,883,2000,21,2,Game Boy Color,Platformer,,Warthog,NewKidCo
Breath of Fire,SNES,Breath of Fire - SNES,18707,1994,27,8,Super Nintendo,,,,
Breath of Fire,SFC,Breath of Fire - SFC,23505,1994,27,1,Super Nintendo,,,,
Breath of Fire,GBA,Breath of Fire - GBA,13357,1994,27,5,Super Nintendo,,,,
Kaizou Choujin Shubibinman 2: Aratanaru Teki / ShockMan,Any%,Kaizou Choujin Shubibinman 2: Aratanaru Teki / ShockMan - Any%,1569,1991,30,2,,,,,
Kaizou Choujin Shubibinman 2: Aratanaru Teki / ShockMan,Any% (Co-Op),Kaizou Choujin Shubibinman 2: Aratanaru Teki / ShockMan - Any% (Co-Op),1569,1991,30,0,,,,,
Earthworm Jim,Any%,Earthworm Jim - Any%,1091,1994,27,14,Super Nintendo,Platformer,,Shiny Entertainment,Playmates Interactive Entertainment
Earthworm Jim,All Lives,Earthworm Jim - All Lives,2155.3,1994,27,1,Super Nintendo,Platformer,,Shiny Entertainment,Playmates Interactive Entertainment
Vigilante,Any% (SMS),Vigilante - Any% (SMS),379,1988,33,6,Wii Virtual Console,,,,
Vigilante,Any% (PCE),Vigilante - Any% (PCE),450,1988,33,4,Wii Virtual Console,,,,
Vigilante,Any% (Arcade),Vigilante - Any% (Arcade),447,1988,33,6,Wii Virtual Console,,,,
Mendel Palace,Any%,Mendel Palace - Any%,1292,1989,32,4,Nintendo Entertainment System,Action,,Game Freak,Hudson Soft
Mendel Palace,Any% Co-Op,Mendel Palace - Any% Co-Op,1292,1989,32,0,Nintendo Entertainment System,Action,,Game Freak,Hudson Soft
Mendel Palace,Extra Mode,Mendel Palace - Extra Mode,1543,1989,32,1,Nintendo Entertainment System,Action,,Game Freak,Hudson Soft
Mendel Palace,Extra Mode Co-Op,Mendel Palace - Extra Mode Co-Op,1543,1989,32,0,Nintendo Entertainment System,Action,,Game Freak,Hudson Soft
SkyRoads: Xmas Special,All Levels,SkyRoads: Xmas Special - All Levels,835.9,1994,27,2,MS-DOS,,,,
Pit-Fighter,Any% Arcade,Pit-Fighter - Any% Arcade,446.78,1990,31,1,Super Nintendo,Fighting,,Atari Games,Atari Games
Pit-Fighter,Any% Sega Genesis,Pit-Fighter - Any% Sega Genesis,609.33,1990,31,6,Super Nintendo,Fighting,,Atari Games,Atari Games
Pit-Fighter,Any% SNES,Pit-Fighter - Any% SNES,375.23,1990,31,5,Super Nintendo,Fighting,,Atari Games,Atari Games
Romancing SaGa 3,Any% Remastered,Romancing SaGa 3 - Any% Remastered,8350,1995,26,2,Super Nintendo,JRPG,,Square Enix,Square Enix
Romancing SaGa 3,Any% Original Snes,Romancing SaGa 3 - Any% Original Snes,6649,1995,26,2,Super Nintendo,JRPG,,Square Enix,Square Enix
Romancing SaGa 3,New Game+ Remastered,Romancing SaGa 3 - New Game+ Remastered,4694,1995,26,4,Super Nintendo,JRPG,,Square Enix,Square Enix
Crash Bandicoot 2: N-Tranced,Any%,Crash Bandicoot 2: N-Tranced - Any%,1449,2003,18,24,Game Boy Advance,,,Vicarious Visions,
Crash Bandicoot 2: N-Tranced,Beat N. Tropy,Crash Bandicoot 2: N-Tranced - Beat N. Tropy,2082,2003,18,10,Game Boy Advance,,,Vicarious Visions,
Crash Bandicoot 2: N-Tranced,101%,Crash Bandicoot 2: N-Tranced - 101%,4128,2003,18,8,Game Boy Advance,,,Vicarious Visions,
Final Fantasy Legend II,Glitchless,Final Fantasy Legend II - Glitchless,5225,1990,31,23,Game Boy Color,,,,
Final Fantasy Legend II,Any%,Final Fantasy Legend II - Any%,532.35,1990,31,1,Game Boy Color,,,,
Final Fantasy Legend II,No Credits Warp,Final Fantasy Legend II - No Credits Warp,2143,1990,31,2,Game Boy Color,,,,
Final Fantasy Legend II,No Memory Corruption,Final Fantasy Legend II - No Memory Corruption,5820.93,1990,31,1,Game Boy Color,,,,
Final Fantasy Legend II,All Chests,Final Fantasy Legend II - All Chests,9008,1990,31,1,Game Boy Color,,,,
Final Fantasy Legend II,Challenge Runs,Final Fantasy Legend II - Challenge Runs,6678.92,1990,31,2,Game Boy Color,,,,
Chuck Rock,(SNES) Any%,Chuck Rock - (SNES) Any%,627,1991,30,2,Super Nintendo,,,,
Chuck Rock,(GEN) Any%,Chuck Rock - (GEN) Any%,582,1991,30,3,Super Nintendo,,,,
Chuck Rock,(SMS) Any%,Chuck Rock - (SMS) Any%,845,1991,30,2,Super Nintendo,,,,
Chuck Rock,(Amiga) Any%,Chuck Rock - (Amiga) Any%,845,1991,30,0,Super Nintendo,,,,
Chuck Rock,(C64) Any%,Chuck Rock - (C64) Any%,845,1991,30,0,Super Nintendo,,,,
Chuck Rock,(GB) Any%,Chuck Rock - (GB) Any%,479,1991,30,1,Super Nintendo,,,,
Chuck Rock,(GG) Any%,Chuck Rock - (GG) Any%,479,1991,30,0,Super Nintendo,,,,
Chuck Rock,(CD) Any%,Chuck Rock - (CD) Any%,1151,1991,30,1,Super Nintendo,,,,
SkyRoads,All Levels,SkyRoads - All Levels,1014,1993,28,6,MS-DOS,Platformer,,Bluemoon,Creative Dimensions
SkyRoads,Left Side,SkyRoads - Left Side,1014,1993,28,0,MS-DOS,Platformer,,Bluemoon,Creative Dimensions
Romancing SaGa 2,Any%,Romancing SaGa 2 - Any%,3110,1993,28,5,Super Nintendo,JRPG,,Square-Enix,Square-Enix
Romancing SaGa 2,Maze of Memory,Romancing SaGa 2 - Maze of Memory,3110,1993,28,0,Super Nintendo,JRPG,,Square-Enix,Square-Enix
Dungeon Explorer,Any%,Dungeon Explorer - Any%,1405,1989,32,5,Wii Virtual Console,,,,
Operation Logic Bomb,Any%,Operation Logic Bomb - Any%,1246.32,1993,28,7,Super Nintendo,,,,
Shining Soul II,Any%,Shining Soul II - Any%,3312,2003,18,9,Game Boy Advance,Action RPG,,Nextech,SEGA
Shining Soul II,All Dungeons,Shining Soul II - All Dungeons,3312,2003,18,0,Game Boy Advance,Action RPG,,Nextech,SEGA
Felix the Cat (GB),Any%,Felix the Cat (GB) - Any%,689,1993,28,19,Game Boy Player,,,,
The 7th Saga,SNES RTA,The 7th Saga - SNES RTA,18935,1993,28,3,Super Nintendo,,,,
The 7th Saga,SNES No Tune-Up Glitch,The 7th Saga - SNES No Tune-Up Glitch,27982,1993,28,3,Super Nintendo,,,,
The 7th Saga,Super Famicom RTA,The 7th Saga - Super Famicom RTA,27982,1993,28,0,Super Nintendo,,,,
The 7th Saga,Super Famicom No Tune-Up Glitch,The 7th Saga - Super Famicom No Tune-Up Glitch,17577,1993,28,1,Super Nintendo,,,,
Mighty Bomb Jack,(NES) Any%,Mighty Bomb Jack - (NES) Any%,408,1986,35,6,Nintendo Entertainment System,Platformer,,Tecmo,Tecmo
Mighty Bomb Jack,(NES) Best Ending any%,Mighty Bomb Jack - (NES) Best Ending any%,700,1986,35,2,Nintendo Entertainment System,Platformer,,Tecmo,Tecmo
Mighty Bomb Jack,(NES) Best ending no death warp,Mighty Bomb Jack - (NES) Best ending no death warp,756,1986,35,2,Nintendo Entertainment System,Platformer,,Tecmo,Tecmo
The Simpsons Game,PS3/X360,The Simpsons Game - PS3/X360,1345,2007,14,15,Wii U,Action,Asura,Rebellion Developments,Electronic Arts
The Simpsons Game,Wii/PS2,The Simpsons Game - Wii/PS2,3640,2007,14,12,Wii U,Action,Asura,Rebellion Developments,Electronic Arts
The Simpsons Game,PSP,The Simpsons Game - PSP,6052,2007,14,2,Wii U,Action,Asura,Rebellion Developments,Electronic Arts
Kick Master,Any%,Kick Master - Any%,673,1992,29,17,Nintendo Entertainment System,,,,
Skitchin',%any,Skitchin' - %any,1517,1994,27,1,Sega Genesis,,,,
Skitchin',%warpless,Skitchin' - %warpless,2389,1994,27,2,Sega Genesis,,,,
Alien Soldier,Superhard,Alien Soldier - Superhard,1253,1995,26,7,Wii Virtual Console,Run and Gun,,Treasure,SEGA
Alien Soldier,Supereasy,Alien Soldier - Supereasy,1269,1995,26,7,Wii Virtual Console,Run and Gun,,Treasure,SEGA
